Sample #	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68
Date	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17
Start Time	18:47:00	18:49:19	18:51:34	18:53:49	18:56:04	18:58:19	19:00:34	19:02:49	19:05:04	19:07:19	19:09:34	19:11:49	19:14:04	19:16:19	19:18:34	19:20:49	19:23:04	19:25:19	19:27:34	19:29:49	19:32:04	19:34:19	19:36:34	19:38:49	19:41:04	19:43:19	19:45:34	19:47:49	19:50:04	19:52:19	19:54:34	19:56:49	19:59:04	20:01:19	20:03:34	20:05:49	20:08:04	20:10:19	20:12:34	20:14:49	20:17:04	20:19:19	20:21:34	20:23:49	20:26:04	20:28:19	20:30:34	20:32:49	20:35:05	20:37:20	20:39:34	20:41:49	20:44:05	20:46:19	20:48:34	20:50:49	20:53:04	20:55:20	20:57:35	20:59:49	21:02:05	21:04:19	21:06:34	21:08:49	21:11:05	21:13:19	21:15:35	21:17:50
Diameter Midpoint
 66.1	1383.36	1262.67	2257.61	1674.91	1565.21	2419.45	1076.85	2322.74	1468.51	1218.11	1637.55	2356.3	1383.36	1138.19	1322.02	1626.55	1152.98	2204.04	1548.43	2159.48	1751.04	1491.07	1245.89	1243.91	1791.8	1078.84	1322.02	1658.13	850.44	1338.8	761.32	1169.76	1550.42	1548.62	1258.88	1669.13	2367.3	2734.97	1671.11	2627.27	2144.68	2354.31	1973.65	1227.13	998.911	1719.46	1522.64	1804.79	1611.76	1409.16	2217.02	1093.63	837.453	1474.29	1446.51	1364.6	1398.16	1275.66	1565.21	1138.19	805.88	820.673	1409.16	882.012	985.924	1093.63	1685.91	1567.2
 68.5	1589.44	1740.12	1747.81	1829.96	1622.65	1153.99	1780.58	1789.94	1573.27	1438.75	1255.29	1537.95	1596.68	1530.7	1530.7	2284.12	643.197	1010.55	1782.69	1146.74	1280.82	1166.37	1824.82	1179.95	1297.42	1130.13	1380.01	1222.08	1431.5	986.697	1446	1017.8	1297.42	1657.53	1674.14	1872.53	2023.21	1646.5	2359.46	1571.16	2568.89	1352.38	2414.42	2122.41	1462.6	2041.49	2116.83	1763.97	1582.19	1639.25	2065.34	2276.87	1438.75	1613.29	1008.44	1955.12	1380.01	1008.44	1547.3	1477.1	1295.31	1380.01	1729.09	685.328	1832.07	1085.89	2225.38	753.423
 71.0	1132.65	2346.63	2204.8	10742.2	1058.46	835.887	1624.5	1355.23	1760.24	1699.27	1611.85	902.942	1348.09	1577.8	2292.81	768.248	1483.25	1597.58	1760.24	944.13	1139.79	1151.38	1537.66	445.15	1045.24	1490.39	1773.46	1213.98	1288.17	1631.63	1300.81	1071.1	1659.13	1018.32	917.215	2042.73	1799.79	1671.77	1206.84	1793.24	2393.91	2035.6	1138.16	1691.55	1078.24	1233.76	2049.87	1968.54	1807.51	1233.76	1570.67	1018.32	984.27	1348.09	1704.78	1718.47	1307.95	1583.31	1058.46	1853.16	1570.67	1233.76	996.912	835.887	1604.72	1422.28	1355.23	890.3
 73.7	1055.34	1531.39	8852.5	3059.09	1558.03	1558.03	1473.72	1190.82	1048.32	1321.93	734.94	1631.47	1600.45	1337.71	1070.59	1257.78	2049.85	2192.35	1353.48	1562.41	1128.78	1406.77	1237.62	966.125	1547.16	1210.98	1542.25	1484.59	1264.27	1504.74	1678.27	1384.5	1159.8	870.421	1442.17	1562.41	1624.98	1983.43	2566.57	1894.21	1925.23	1457.94	924.24	1578.18	1941.01	2308.21	2130.31	2234.77	1611.85	1573.8	2114.53	1268.64	1484.59	1442.17	1306.69	1489.5	1647.25	1268.64	1894.21	1368.73	1789.75	870.421	1133.16	1778.35	1616.22	854.643	1074.96	1039.57
 76.4	1381.82	1554.27	3261.72	2181.56	1446.82	1936.77	1404.83	1718.66	1687.95	1526.78	1527.22	1156.01	1278.4	1247.69	884.175	1374.12	1906.06	1683.92	1351.11	654.334	980.336	1879.01	1339.38	1205.7	1351.11	1320.4	1216.98	1645.96	1465.8	1883.05	1427.84	830.451	1768.35	1083.31	1706.93	2361.26	2429.93	1527.22	2247.01	1332.13	1791.36	2445.7	2300.73	1355.14	1913.76	1860.03	1871.76	2021.2	1358.8	1041.31	1569.22	1703.71	1756.62	1779.63	2258.3	1672.63	1259.42	1362.39	1259.42	1507.8	1236.41	811.471	1496.51	1048.56	872.889	1235.96	1561.52	1569.22
 79.1	1962.29	855.801	1761.61	1148.17	1886.78	848.169	1023	1340.88	2110.35	1428.47	1474.6	1405.23	738.604	1170.49	1402.62	757.396	1268.9	1856.83	871.407	719.813	1761.61	1583.59	1777.21	1375.28	594.642	1242.47	1076.19	1030.63	1652.04	1178.12	1052.95	1766.05	1454.89	1526.87	890.199	2113.88	2065.14	1568.9	2110.35	1969.92	1999.87	1617.64	1470.15	2049.53	1538.03	1580.06	1466.05	1841.22	935.757	1360.59	1746.34	1662.86	1137.01	1549.19	1329.72	1015.37	1189.28	1292.13	1310.93	1447.26	1424.94	2011.95	1519.24	1633.25	1580.06	913.437	685.415	993.05
 82.0	1188.94	1706.46	1803.91	1574.97	1867.62	1417.89	933.515	1080.14	1379.76	1706.46	1188.05	1766.68	1481.59	1474.03	1330.59	1267.78	1357.66	1458.6	1207.55	1552.87	1305	1204.07	948.642	1571.48	1275.34	926.542	1424.86	1372.2	1233.73	1151.41	1065.01	880.856	1012.35	798.533	795.047	1406.24	2208.86	1158.38	1949.94	2134.1	1545.3	2160.27	1540.92	1226.17	1912.72	1012.35	1413.81	1379.76	1282.9	1240.7	1354.18	1316.05	1165.95	1260.21	1559.84	1072.57	926.542	1368.71	1376.28	1627.63	1451.04	1305	1579.04	1323.33	941.078	1447.55	1687.85	1784.71
 85.1	1143.5	1347.74	1191.61	1339.55	1332.06	626.288	932.48	1623.27	1693.14	712.552	900.399	1551.28	1488.9	1205.88	1755.52	1497.1	1199.1	1324.57	907.888	1268.97	776.347	1190.9	697.572	1182.71	1340.25	1590.48	1056.53	1198.39	1129.23	838.726	861.903	1315.66	1348.45	1332.06	1058.65	1433.3	2459.87	1401.93	1622.56	1426.52	1064.73	1693.85	1739.83	1560.18	923.575	1739.12	1276.46	1693.14	1598.68	1410.12	1544.5	1270.39	1693.14	1417.61	1574.45	1128.52	947.091	705.062	1693.85	1903.46	1481.41	1441.13	846.923	1368.8	1394.44	1606.88	1425.81	1150.99
 88.2	1131.82	2031.66	1487.54	1407.76	1886.23	1561.35	1110.53	970.074	1948.31	1482.96	1275.46	903.03	1061.59	1464.86	1267.3	1799.69	1487.54	1842.26	1696.83	999.517	1123.66	1464.86	1737.62	994.545	894.873	1156.29	1205.23	960.129	1167.63	1386.47	1334.35	1002.7	1110.53	973.259	829.617	1724.49	2029.88	2162.18	1667.39	2067.48	1350.66	1602.13	1613.47	1097.4	1842.26	2126.36	1631.58	1794.72	1459.89	1285.02	2031.66	1053.43	1048.46	762.572	1597.16	1131.82	1476.2	1061.59	1448.55	1376.53	1469.83	1221.54	1531.9	1051.64	1486.15	986.388	1597.16	1232.89
 91.4	1763.8	1173.11	2059.75	1173.11	1558.86	859.616	1173.11	1242.66	1325.22	767.78	1125.84	1464.32	1090.56	1138.84	1242.66	1394.77	1386.51	1276.93	1359.49	998.721	1021	1047.01	1489.31	803.066	1069.29	1532.86	1404.05	664.98	1186.11	1442.04	1276.93	986.737	1150.83	1372.49	1523.58	1986.48	2406.49	1569.16	1208.4	1546.88	1696.95	1429.04	1556.16	1695.26	1229.66	1036.71	1391.05	1527.3	2311.96	1433.78	1590.43	1624.69	1659.98	1302.94	1695.26	1090.56	1338.22	1299.21	1233.38	1885.36	1195.39	1312.22	778.08	1350.21	1173.11	1545.86	1394.77	829.071
 94.7	1185.11	1406.44	1439.78	1716.64	1243.15	1564.51	1611.55	1162.93	1265.48	1171.41	1381.74	1785.85	955.29	412.749	921.949	1193.74	1345.86	1461.96	1356.87	1149.23	1193.74	1475.66	999.639	733.952	1002.33	1238.09	1107.42	1315.06	1198.8	977.465	1185.11	1797.02	805.697	2049.01	1401.22	1868.76	1830.2	1486.82	1038.2	2442.11	2464.13	1600.39	1486.82	2040.53	2062.71	1816.5	1968.79	1182.42	1232.14	1716.64	1406.44	944.124	1332.17	1600.39	1243.31	714.309	1198.8	1406.44	1218.45	1185.11	1140.76	1609.02	1104.88	1830.2	1093.72	1758.46	1611.55	908.251
 98.2	1221.59	1048.14	1236.57	1152.71	1668.03	1188.41	1724.45	1359.35	1356.12	1302.23	1478.9	1167.69	1344.37	1326.17	1653.06	1741.95	1691.27	1497.1	1119.54	1739.43	1343.67	688.773	517.84	1035.68	1458.18	1741.95	1323.65	1185.89	1629.11	1206.61	1137.74	942.861	482.141	981.781	1242.31	1928.56	2033.14	1649.83	1653.06	1739.43	1584.18	1281.51	1344.37	1137.74	1428.22	981.781	1292.99	1787.59	1014.96	1551	1530.28	1461.4	1068.16	1413.24	1532.8	1323.65	1161.95	1200.87	1149.49	1634.86	946.082	1649.13	1448.94	1029.94	999.981	1140.25	981.781	1182.67
101.8	1698.69	1218.89	1378.1	936.831	860.409	1263.79	1355.12	1477.3	1302.53	1706.76	1462.4	1446.64	540.473	997.497	1347.24	1271.67	1157.37	1348.1	944.71	1675.06	861.259	669.683	822.528	1133.73	975.563	1066.04	1316.58	1416.64	1584.58	1286.58	1012.4	1310.4	791.014	1066.04	1431.55	1682.09	1827.05	1409.61	1637.18	921.074	1088.83	1570.52	1431.55	1879.84	1348.1	1066.04	981.74	1462.4	1332.34	1294.46	1622.27	1126.71	1264.64	1028.16	928.953	731.199	1303.38	1607.36	1310.4	1263.79	852.53	823.568	685.44	990.469	661.805	685.44	868.287	1455.37
105.5	1328.98	987.912	1938.97	2087.17	1208.23	1660.64	1789.23	1993.87	910.296	968.303	1448.16	713.496	1367.38	1038.88	1114.94	1344.66	1028.68	1268.61	1397.19	1216.07	1187.82	970.669	1124.34	1360.34	1470.88	660.159	1332.89	1508.54	1857.44	1309.37	968.303	902.456	1496.77	933.013	1165.1	1150.97	1999.35	1902.88	1574.38	1587.7	1470.88	1258.4	1983.66	991.824	856.959	1377.58	1395.63	1789.23	1284.29	1372.11	1061.6	943.22	1099.26	886.775	1241.16	1063.97	1473.25	1781.39	1445.8	1352.5	1251.36	1099.26	1364.27	1336.82	1284.29	914.965	960.462	1405.03
109.4	1869.75	1122.44	1225.44	1461.29	1189.18	882.514	1289.83	1155.2	1223.66	1020.64	1290.97	1019.43	1770.31	951.546	1086.17	1121.87	1292.76	1732.26	1324.95	1121.87	1535.04	1427.32	1393.98	1392.83	1530.96	1192.11	1428.53	1767.32	1155.2	1088.53	953.902	1494.06	1461.29	1192.11	1157.56	2416.98	1701.79	1569.58	1904.87	1566.08	1938.28	1666.73	1632.76	1022.36	2075.77	1088.53	1494.06	1357.71	1053.41	1087.32	1192.11	1121.29	950.4	1358.29	615.619	1121.29	985.52	1697.14	1903.73	1393.41	1290.4	1561.37	1154.06	1324.95	1053.41	990.804	1089.67	783.01
113.4	1893.4	1183.97	1998.45	808.567	1117.24	1185.11	1080.63	1862.7	1115.52	944.887	1418.86	1319.72	1289.02	1147.36	1018.1	1184.54	1184.54	610.861	913.621	1116.67	1042.31	1016.38	1554.6	976.154	877.014	871.1	1492.64	1281.96	1142.02	877.014	573.108	1012.19	1487.3	1456.04	1659.08	1726.96	1694.54	1450.12	1726.38	1764.71	1320.86	1456.61	1585.87	1726.38	1825.52	1383.39	1456.04	1284.25	777.874	1387.59	1247.07	913.621	1049.37	1184.54	1725.81	1153.85	710.001	610.861	1179.2	1377.48	1388.16	1383.39	1185.11	1722.76	1216.38	1116.67	1152.7	1220.58
117.6	1750.59	2130.43	1725.14	1131.69	1725.14	903.585	1188.26	836.036	1106.23	748.345	1266.78	1027.71	1002.25	1615.5	1137.35	779.462	1095.26	1655.78	982.106	1027.71	1044	1137.35	1142.66	919.874	950.99	1091.4	799.605	1458.45	1733.96	950.99	949.186	1131.69	1007.56	1027.71	1478.6	903.585	1453.14	1719.48	2232.6	1621.16	1365.45	1692.22	1651.93	1646.61	1830.82	1719.48	971.133	1199.24	1095.26	576.817	1190.07	1579.07	1049.65	779.462	1016.73	1329.02	1308.87	1069.8	1640.96	1308.53	1703.19	1111.54	689.967	1190.07	1536.98	1297.9	912.754	732.057
121.9	1592.13	558.844	1464.65	1584.54	1080.57	1429.22	1141.32	1245.17	1380.24	877.96	1323.68	1179.33	898.212	1110.1	1196.2	549.564	1517	1208.86	1089.85	1507.72	1515.31	1506.03	1650.38	1157.38	1292.45	549.564	965.748	1199.58	1325.37	1099.13	1055.23	1256.14	1506.03	764.833	1336.34	1515.31	1961.03	1564.29	1479	693.915	1593.82	1024.81	1852.99	1457.06	1628.42	1447.78	1650.38	1517	792.674	1311.01	973.337	1024	1022.31	1427.52	775.804	1246.86	1091.54	1033.28	1044.25	927.745	1111.79	1496.75	1237.58	945.496	1102.51	1728.89	1267.11	956.467
126.3	1481.87	1896.28	1395.79	1794.73	1263.83	1355.57	1689.56	1674.62	1086.02	1012.84	883.448	1206.12	1003.56	1201.97	1250.93	1138.6	936.035	874.17	892.727	1582.35	1491.15	1500.43	1601.98	1027.77	800.99	1162.82	868.512	1404.53	1095.29	950.971	1408.69	1626.19	1457.12	882.913	1775.64	1693.72	1650.94	1466.4	1616.92	1428.75	1447.84	1328.27	1472.06	1414.35	1389.6	1607.1	1293.7	1027.77	1371.04	1211.78	1255.09	1037.05	1365.38	1592.17	974.65	1432.91	766.961	1476.21	1881.35	1346.83	1322.08	1220.52	1012.84	834.483	1466.4	1061.8	1086.02	1398.88
131.0	1157.17	1663.52	1055.94	1538.01	1132.9	1311.28	1118.26	1480.02	988.367	1046.36	1190.95	911.343	1282.61	1783.84	1142.47	1080.09	708.816	1528.44	1258.46	1185.83	718.331	954.642	1451.42	1460.99	1113.81	1528.44	911.343	804.929	1292.13	1190.78	978.852	1157.17	1031.67	1108.75	1354.52	1663.4	1653.88	1841.78	1933.55	1793.3	1504.23	1562.22	1243.71	1494.71	1504.23	1243.77	1118.32	1528.44	1132.96	1697.24	1046.36	2068.45	1022.15	727.905	1050.76	1089.66	1224.62	1417.69	1181.32	1089.66	829.139	1277.55	1147.65	954.583	1335.49	1282.67	1224.68	1234.25
135.8	1353.9	960.794	1028.29	1826.37	881.494	1016.43	1695.37	1125.63	915.212	1256.62	809.946	851.652	1320.19	1699.31	1560.38	1298.33	1421.4	1320.19	1117.64	623.317	885.429	1286.41	851.652	877.442	679.007	1079.99	986.643	847.717	1099.84	1209.1	784.156	716.661	1522.67	1137.49	1083.98	1830.42	1518.74	1619.95	1560.33	1463.16	1463.1	1661.6	1594.16	1391.62	1050.2	1353.9	1163.28	1357.9	1459.11	1256.62	1121.63	1050.26	1286.41	1016.43	1058.13	1046.21	1488.95	1792.6	1451.24	1421.4	1627.88	1425.33	1117.64	1421.46	1016.43	712.667	911.219	1117.64
140.7	1693.22	1475.54	974.14	644.764	1124.03	811.899	1221.73	1757.75	1218.66	1420.41	1188.75	1248.58	1218.66	1450.33	909.608	734.51	1322.71	1015.28	1019.98	1105.03	977.402	911.239	737.771	1120.95	1015.28	813.529	774.02	1318	691.929	1167.93	1076.74	878.062	1046.83	1106.47	1801.97	1587.55	2038.53	1220.29	1795.63	1377.83	1246.95	941.154	1149.24	1018.35	879.693	1521.39	1380.91	1388.87	1723.14	1691.59	1316.37	1422.05	1385.8	1526.09	1174.45	714.189	1119.32	1526.09	1120.95	1119.32	602.183	1212.33	811.899	848.147	843.445	1426.75	1193.45	676.31
145.9	1461.69	749.048	776.011	1279.01	1148.17	1121.21	1643.78	1057.26	1393.59	1386.19	1587.8	1189.31	1053.12	909.527	1043.04	1142.82	1103.74	1218.32	1554.07	945.936	974.947	1186.63	476.667	1393.59	1354.51	1021.43	1257.4	1322.82	1186.63	690.445	1293.81	1220.99	982.345	839.383	787.551	1694.98	2047	1566.19	1281.69	1089.52	1755.68	1225.71	1347.11	1478.58	1626.89	1488.02	1485.97	1349.78	985.02	1405.13	1354.51	1519.71	1011.36	1347.11	1488.02	809.745	1279.01	899.454	2074.54	1279.01	778.059	1108.46	1032.97	1152.9	709.964	1077.4	1009.31	644.544
151.2	1272.75	1309.3	1325.06	1146.65	1173.14	984.659	1562.69	1504.68	1529.31	1280.3	1575.93	628.491	1445.46	1432.22	690.88	1115.13	1086.12	924.127	1144.13	1144.13	706.643	1007.97	900.815	712.335	1484.54	1036.98	1105.06	1196.45	856.047	1018.04	764.653	1105.06	851.018	612.728	1397.52	1552.62	1876.61	1613.15	1893.02	1105.06	1130.89	1853.95	1675.54	1267.05	1536.86	958.175	1893.02	887.573	1529.31	1806.01	1432.22	1251.29	1403.21	1099.37	1047.05	1212.21	1130.89	881.881	968.896	1471.3	1348.38	1070.36	1413.29	1120.82	719.885	819.492	1128.37	1052.74
156.8	1381.73	1403.14	1260.8	1238.13	1283.47	1059.06	1143.28	804.779	922.295	1006.51	1360.85	1143.28	1478.37	1052.23	1504.46	1348.44	1345.02	1083.89	941.548	736.395	1215.09	1481.78	524.403	1325.76	1009.93	1273.21	873.164	817.193	1022.35	938.129	668.01	736.395	1027.4	1224.08	1136.44	1345.02	1104.78	2465.63	1338.18	1686.94	1127.45	1550.17	1260.8	1264.22	1699.35	1571.05	1557.01	990.68	1188.99	866.325	1602.72	1474.95	1059.06	1022.35	1276.63	1211.67	994.099	941.548	1553.59	1671.1	1276.63	957.381	1671.1	1199.25	1094.15	857.33	885.578	1130.87
Scan Up Time(s)	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120
Retrace Time(s)	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15
Down Scan First	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Scans Per Sample	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Impactor Type(cm)	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071
Sheath Flow(lpm)	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
Aerosol Flow(lpm)	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2
CPC Inlet Flow(lpm)	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3
CPC Sample Flow(lpm)	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3
Low Voltage	25.292	25.292	25.292	25.292	25.292	25.292	25.292	25.292	25.292	25.292	25.292	25.292	25.292	25.292	25.292	25.292	25.292	25.292	25.292	25.292	25.292	25.292	25.292	25.292	25.292	25.292	25.292	25.292	25.292	25.292	25.292	25.292	25.292	25.292	25.292	25.292	25.292	25.292	25.292	25.292	25.292	25.292	25.292	25.292	25.292	25.292	25.292	25.292	25.292	25.292	25.292	25.292	25.292	25.292	25.292	25.292	25.292	25.292	25.292	25.292	25.292	25.292	25.292	25.292	25.292	25.292	25.292	25.292
High Voltage	9454.36	9454.36	9454.36	9454.36	9454.36	9454.36	9454.36	9454.36	9454.36	9454.36	9454.36	9454.36	9454.36	9454.36	9454.36	9454.36	9454.36	9454.36	9454.36	9454.36	9454.36	9454.36	9454.36	9454.36	9454.36	9454.36	9454.36	9454.36	9454.36	9454.36	9454.36	9454.36	9454.36	9454.36	9454.36	9454.36	9454.36	9454.36	9454.36	9454.36	9454.36	9454.36	9454.36	9454.36	9454.36	9454.36	9454.36	9454.36	9454.36	9454.36	9454.36	9454.36	9454.36	9454.36	9454.36	9454.36	9454.36	9454.36	9454.36	9454.36	9454.36	9454.36	9454.36	9454.36	9454.36	9454.36	9454.36	9454.36
Lower Size(nm)	6.97831	6.97831	6.97831	6.97831	6.97831	6.97831	6.97831	6.97831	6.97831	6.97831	6.97831	6.97831	6.97831	6.97831	6.97831	6.97831	6.97831	6.97831	6.97831	6.97831	6.97831	6.97831	6.97831	6.97831	6.97831	6.97831	6.97831	6.97831	6.97831	6.97831	6.97831	6.97831	6.97831	6.97831	6.97831	6.97831	6.97831	6.97831	6.97831	6.97831	6.97831	6.97831	6.97831	6.97831	6.97831	6.97831	6.97831	6.97831	6.97831	6.97831	6.97831	6.97831	6.97831	6.97831	6.97831	6.97831	6.97831	6.97831	6.97831	6.97831	6.97831	6.97831	6.97831	6.97831	6.97831	6.97831	6.97831	6.97831
Upper Size(nm)	159.634	159.634	159.634	159.634	159.634	159.634	159.634	159.634	159.634	159.634	159.634	159.634	159.634	159.634	159.634	159.634	159.634	159.634	159.634	159.634	159.634	159.634	159.634	159.634	159.634	159.634	159.634	159.634	159.634	159.634	159.634	159.634	159.634	159.634	159.634	159.634	159.634	159.634	159.634	159.634	159.634	159.634	159.634	159.634	159.634	159.634	159.634	159.634	159.634	159.634	159.634	159.634	159.634	159.634	159.634	159.634	159.634	159.634	159.634	159.634	159.634	159.634	159.634	159.634	159.634	159.634	159.634	159.634
Density(g/cc)	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2
Title																																																																				
Status Flag	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan
td(s)	3.395	3.395	3.395	3.395	3.395	3.395	3.395	3.395	3.395	3.395	3.395	3.395	3.395	3.395	3.395	3.395	3.395	3.395	3.395	3.395	3.395	3.395	3.395	3.395	3.395	3.395	3.395	3.395	3.395	3.395	3.395	3.395	3.395	3.395	3.395	3.395	3.395	3.395	3.395	3.395	3.395	3.395	3.395	3.395	3.395	3.395	3.395	3.395	3.395	3.395	3.395	3.395	3.395	3.395	3.395	3.395	3.395	3.395	3.395	3.395	3.395	3.395	3.395	3.395	3.395	3.395	3.395	3.395
tf(s)	0.808146	0.808146	0.808146	0.808146	0.808146	0.808146	0.808146	0.808146	0.808146	0.808146	0.808146	0.808146	0.808146	0.808146	0.808146	0.808146	0.808146	0.808146	0.808146	0.808146	0.808146	0.808146	0.808146	0.808146	0.808146	0.808146	0.808146	0.808146	0.808146	0.808146	0.808146	0.808146	0.808146	0.808146	0.808146	0.808146	0.808146	0.808146	0.808146	0.808146	0.808146	0.808146	0.808146	0.808146	0.808146	0.808146	0.808146	0.808146	0.808146	0.808146	0.808146	0.808146	0.808146	0.808146	0.808146	0.808146	0.808146	0.808146	0.808146	0.808146	0.808146	0.808146	0.808146	0.808146	0.808146	0.808146	0.808146	0.808146
